SpomPPI	ScerPPI	reportsInSpom	reportsInScer	ppiType
(None, None)	(('YML065W',), ('YNL261W',))	0	12	lost
(None, None)	(('YIL051C',), ('YIL051C',))	0	3	lost
(None, None)	(('YHR083W',), ('YNL026W',))	0	7	lost
(None, ('SPAC4F10.11',))	(('YGR059W',), ('YLR314C',))	0	2	lost
(None, None)	(('YKL103C',), ('YKL103C',))	0	9	lost
(None, None)	(('YPR010C',), ('YPR110C',))	0	8	lost
(None, None)	(('YBL037W',), ('YJR058C',))	0	3	lost
(None, None)	(('YLL034C',), ('YLL034C',))	0	2	lost
(None, None)	(('YOR265W',), ('YOR265W',))	0	2	lost
(None, None)	(('YCR072C',), ('YCR072C',))	0	2	lost
(None, None)	(('YCR020C-A',), ('YPR051W',))	0	4	lost
(None, None)	(('YJL155C',), ('YLR345W',))	0	3	lost
(None, None)	(('YFR050C',), ('YOR362C',))	0	5	lost
(None, None)	(('YMR120C',), ('YMR120C',))	0	2	lost
(None, None)	(('YOR004W',), ('YOR004W',))	0	3	lost
(None, None)	(('YML092C',), ('YOR157C',))	0	4	lost
(None, None)	(('YEL056W',), ('YPL001W',))	0	8	lost
(None, None)	(('YER094C',), ('YOR157C',))	0	4	lost
(None, None)	(('YDL040C',), ('YHR013C',))	0	6	lost
(('SPBC16G5.10',), None)	(('YDL111C',), ('YNL232W',))	0	12	lost
(None, None)	(('YFR053C',), ('YFR053C',))	0	2	lost
(None, ('SPAC23G3.01',))	(('YBR154C',), ('YOR151C',))	0	19	lost
(('SPAC3G9.10c',), None)	(('YGR195W',), ('YNL232W',))	0	14	lost
(None, None)	(('YDR099W',), ('YER177W',))	0	10	lost
(None, None)	(('YJR088C',), ('YKL207W',))	0	2	lost
(('SPAC821.05',), ('SPBC646.09c',))	(None, None)	2	0	lost
(None, None)	(('YBR010W',), ('YNL031C',))	0	5	lost
(None, None)	(('YJR072C',), ('YJR072C',))	0	2	lost
(('SPAC821.06',), None)	(('YCR002C',), ('YJR076C',))	0	13	lost
(None, None)	(('YPL228W',), ('YPL228W',))	0	3	lost
(None, None)	(('YGR180C',), ('YJL026W',))	0	12	lost
(None, None)	(('YOR341W',), ('YPR010C',))	0	14	lost
(None, ('SPAC29E6.08',))	(('YDR397C',), ('YER148W',))	0	5	lost
(None, ('SPAC821.12',))	(('YIL033C',), ('YJL164C',))	0	14	lost
(None, None)	(('YBR169C',), ('YNL209W',))	0	4	lost
(('SPAC29E6.08',), None)	(('YER148W',), ('YKL058W',))	0	14	lost
(None, None)	(('YGR163W',), ('YGR163W',))	0	3	lost
(None, None)	(('YBR088C',), ('YBR088C',))	0	17	lost
(None, None)	(('YIL062C',), ('YKL013C',))	0	4	lost
(None, None)	(('YJL034W',), ('YJL034W',))	0	2	lost
(None, None)	(('YKR097W',), ('YKR097W',))	0	2	lost
(None, None)	(('YMR314W',), ('YOR362C',))	0	6	lost
(('SPBC14C8.06',), None)	(('YBR234C',), ('YKL013C',))	0	6	lost
(None, None)	(('YNL104C',), ('YNL104C',))	0	2	lost
(None, ('SPAC23G3.01',))	(('YML010W',), ('YOR151C',))	0	6	lost
(None, None)	(('YMR083W',), ('YOL086C',))	0	2	lost
(None, None)	(('YGL011C',), ('YGR135W',))	0	9	lost
(None, None)	(('YLR245C',), ('YLR245C',))	0	5	lost
(None, None)	(('YBR117C',), ('YPR074C',))	0	4	lost
(None, ('SPBC14C8.12',))	(('YOR116C',), ('YOR224C',))	0	4	lost
(None, None)	(('YML065W',), ('YPR162C',))	0	15	lost
(None, None)	(('YGL011C',), ('YML092C',))	0	12	lost
(None, None)	(('YNL113W',), ('YPR110C',))	0	8	lost
(None, None)	(('YDR001C',), ('YER177W',))	0	11	lost
(None, None)	(('YBL099W',), ('YDR298C',))	0	2	lost
(None, None)	(('YIR008C',), ('YKL045W',))	0	2	lost
(None, None)	(('YPL119C',), ('YPL119C',))	0	2	lost
(None, None)	(('YDR062W',), ('YMR296C',))	0	5	lost
(None, None)	(('YLR259C',), ('YLR259C',))	0	2	lost
(None, None)	(('YKL125W',), ('YOR341W',))	0	5	lost
(None, None)	(('YCL017C',), ('YPL135W',))	0	9	lost
(('SPAC29E6.08',), None)	(('YER148W',), ('YPR086W',))	0	10	lost
(None, None)	(('YBR039W',), ('YJR121W',))	0	4	lost
(None, None)	(('YER136W',), ('YOR089C',))	0	7	lost
(None, None)	(('YHR025W',), ('YHR025W',))	0	2	lost
(None, None)	(('YBR010W',), ('YJL115W',))	0	21	lost
(None, None)	(('YOR270C',), ('YPL234C',))	0	4	lost
(None, None)	(('YHR171W',), ('YHR171W',))	0	5	lost
(None, None)	(('YKL194C',), ('YKL194C',))	0	2	lost
(('SPAC823.15', 'SPBC16H5.07c'), None)	(('YDL188C',), ('YPL152W',))	0	2	lost
(None, None)	(('YOR207C',), ('YPR110C',))	0	9	lost
(None, ('SPBC1604.21c',))	(('YDR054C',), ('YKL210W',))	0	4	lost
(None, None)	(('YNL246W',), ('YNL246W',))	0	8	lost
(None, None)	(('YAL010C',), ('YNL026W',))	0	6	lost
(None, None)	(('YBR009C',), ('YEL056W',))	0	7	lost
(None, None)	(('YOR210W',), ('YPR110C',))	0	3	lost
(('SPBC16C6.07c',), None)	(('YKL145W',), ('YOR117W',))	0	9	lost
(None, None)	(('YBR087W',), ('YJR068W',))	0	8	lost
(None, None)	(('YCR028C-A',), ('YCR028C-A',))	0	3	lost
(None, None)	(('YER136W',), ('YGL210W',))	0	4	lost
(None, None)	(('YLR188W',), ('YLR188W',))	0	3	lost
(None, None)	(('YHR111W',), ('YHR111W',))	0	5	lost
(None, None)	(('YJL148W',), ('YPR010C',))	0	4	lost
(None, None)	(('YDL160C',), ('YLR276C',))	0	2	lost
(None, None)	(('YBL045C',), ('YNL052W',))	0	2	lost
(('SPAC2F7.14c',), None)	(('YHR069C',), ('YNL232W',))	0	12	lost
(None, None)	(('YBL002W',), ('YOL012C',))	0	9	lost
(('SPAC1D4.13',), ('SPAC31G5.09c',))	(None, ('YBL016W', 'YGR040W'))	4	0	lost
(None, ('SPAC23G3.01',))	(('YGL070C',), ('YOR151C',))	0	7	lost
(None, None)	(('YDL208W',), ('YLR175W',))	0	11	lost
(None, None)	(('YDR224C',), ('YOL012C',))	0	10	lost
(None, None)	(('YBR254C',), ('YKR068C',))	0	14	lost
(None, None)	(('YBL039C',), ('YJR103W',))	0	2	lost
(None, None)	(('YBL037W',), ('YJR005W',))	0	3	lost
(None, None)	(('YPR062W',), ('YPR062W',))	0	4	lost
(None, None)	(('YKL028W',), ('YKR062W',))	0	8	lost
(None, None)	(('YER166W',), ('YNL323W',))	0	6	lost
(None, None)	(('YHR129C',), ('YHR129C',))	0	2	lost
(None, ('SPBC106.16',))	(('YGR253C',), ('YOL038W',))	0	4	lost
(None, None)	(('YHR008C',), ('YHR008C',))	0	4	lost
(None, None)	(('YAL005C',), ('YPL106C',))	0	14	lost
(None, None)	(('YIL160C',), ('YIL160C',))	0	3	lost
(('SPAC17G6.12',), None)	(('YDL132W',), ('YOL133W',))	0	15	lost
(None, None)	(('YDR045C',), ('YOR207C',))	0	6	lost
(None, None)	(('YGL011C',), ('YOR362C',))	0	15	lost
(None, None)	(('YBL003C',), ('YBR010W',))	0	4	lost
(None, None)	(('YAL033W',), ('YBR167C',))	0	3	lost
(None, None)	(('YJR045C',), ('YOR232W',))	0	20	lost
(None, ('SPBC1604.21c',))	(('YGR133W',), ('YKL210W',))	0	2	lost
(None, None)	(('YGL006W',), ('YGL006W',))	0	2	lost
(None, None)	(('YBR221C',), ('YNL071W',))	0	3	lost
(None, ('SPCC31H12.07', 'SPBC776.04'))	(('YHR098C',), ('YPR181C',))	0	7	lost
(('SPAC17A5.06',), None)	(('YIL143C',), ('YKR062W',))	0	2	lost
(None, ('SPAP8A3.08',))	(('YAL029C',), ('YGL106W',))	0	3	lost
(None, None)	(('YIL033C',), ('YKL166C',))	0	8	lost
(None, None)	(('YEL030W',), ('YOR232W',))	0	2	lost
(None, None)	(('YML001W',), ('YOR370C',))	0	3	lost
(None, None)	(('YLL024C',), ('YPL106C',))	0	6	lost
(None, None)	(('YDR001C',), ('YDR099W',))	0	7	lost
(None, None)	(('YJR045C',), ('YNL209W',))	0	3	lost
(None, None)	(('YLR109W',), ('YLR109W',))	0	2	lost
(None, None)	(('YFL005W',), ('YOR370C',))	0	4	lost
(None, None)	(('YER179W',), ('YER179W',))	0	7	lost
(None, None)	(('YGR253C',), ('YML092C',))	0	4	lost
(None, None)	(('YDL229W',), ('YJR045C',))	0	2	lost
(None, None)	(('YNL113W',), ('YOR207C',))	0	7	lost
(None, None)	(('YLR270W',), ('YLR270W',))	0	3	lost
(None, None)	(('YCR092C',), ('YDR097C',))	0	2	lost
(None, None)	(('YGL115W',), ('YGL115W',))	0	2	lost
(None, None)	(('YGR003W',), ('YOL133W',))	0	3	lost
(None, None)	(('YML092C',), ('YMR314W',))	0	5	lost
(None, None)	(('YEL027W',), ('YLR447C',))	0	3	lost
(None, None)	(('YOL076W',), ('YPR131C',))	0	3	lost
(None, None)	(('YBR011C',), ('YMR267W',))	0	2	lost
(None, ('SPAC4F10.11',))	(('YJR076C',), ('YLR314C',))	0	16	lost
(None, None)	(('YIL035C',), ('YOR039W',))	0	16	lost
(None, None)	(('YOL012C',), ('YOL012C',))	0	3	lost
(None, None)	(('YBR218C',), ('YGL062W',))	0	2	lost
(None, None)	(('YNL154C',), ('YNL154C',))	0	3	lost
(None, None)	(('YAL005C',), ('YJL034W',))	0	4	lost
(None, None)	(('YNL093W',), ('YOR370C',))	0	2	lost
(None, None)	(('YLR172C',), ('YLR172C',))	0	2	lost
(None, None)	(('YDR460W',), ('YER171W',))	0	9	lost
(None, None)	(('YHR037W',), ('YHR037W',))	0	2	lost
(None, None)	(('YHR005C',), ('YOR212W',))	0	19	lost
(None, None)	(('YGR135W',), ('YOR157C',))	0	3	lost
(None, None)	(('YER023W',), ('YER023W',))	0	3	lost
(None, ('SPBC1289.03c',))	(('YGR218W',), ('YLR293C',))	0	7	lost
(None, None)	(('YBR264C',), ('YER136W',))	0	5	lost
(None, None)	(('YBR264C',), ('YOR370C',))	0	3	lost
(None, ('SPBC1289.03c',))	(('YGL238W',), ('YLR293C',))	0	9	lost
(None, None)	(('YNL142W',), ('YNL142W',))	0	3	lost
(None, None)	(('YER136W',), ('YLR262C',))	0	7	lost
(('SPAC4A8.16c',), ('SPBC646.09c',))	(('YMR309C',), None)	2	0	lost
(None, None)	(('YDL160C',), ('YOR204W',))	0	6	lost
(None, None)	(('YGL238W',), ('YNL189W',))	0	8	lost
(None, None)	(('YDL144C',), ('YDL144C',))	0	2	lost
(None, None)	(('YPL259C',), ('YPL259C',))	0	2	lost
(None, None)	(('YEL051W',), ('YGR020C',))	0	5	lost
(None, None)	(('YJL026W',), ('YJL026W',))	0	4	lost
(None, None)	(('YOR207C',), ('YOR210W',))	0	3	lost
(None, ('SPAC2C4.03c',))	(('YJR022W',), ('YLR275W',))	0	2	lost
(('SPBC1289.03c',), None)	(('YLR293C',), ('YMR308C',))	0	7	lost
(None, None)	(('YBL002W',), ('YNL031C',))	0	3	lost
(None, None)	(('YAL033W',), ('YHR062C',))	0	4	lost
(None, None)	(('YHR013C',), ('YOR253W',))	0	2	lost
(None, None)	(('YDL160C',), ('YKR024C',))	0	2	lost
(None, None)	(('YDL201W',), ('YDR165W',))	0	7	lost
(None, None)	(('YOR361C',), ('YOR361C',))	0	8	lost
(None, None)	(('YPL017C',), ('YPL017C',))	0	3	lost
(None, None)	(('YNL113W',), ('YOR116C',))	0	4	lost
(('SPAC24B11.06c',), None)	(('YLR113W',), ('YOR061W',))	0	3	lost
(('SPBC1289.03c',), None)	(('YLR293C',), ('YNL189W',))	0	2	lost
(None, ('SPAC3A12.07',))	(('YML010W',), ('YOL005C',))	0	4	lost
(None, None)	(('YDR212W',), ('YIL142W',))	0	3	lost
(None, None)	(('YFR053C',), ('YGL253W',))	0	2	lost
(None, None)	(('YDL160C',), ('YFL002C',))	0	2	lost
(None, None)	(('YGR135W',), ('YML092C',))	0	7	lost
(None, None)	(('YFR015C',), ('YLR258W',))	0	5	lost
(None, None)	(('YBL002W',), ('YBR009C',))	0	3	lost
(None, ('SPAC1250.01',))	(('YCR052W',), ('YIL126W',))	0	10	lost
(None, None)	(('YBL002W',), ('YBR010W',))	0	2	lost
(None, None)	(('YLR350W',), ('YMR296C',))	0	5	lost
(('SPBC1289.03c',), None)	(('YLR293C',), ('YOR160W',))	0	4	lost
(None, None)	(('YOR116C',), ('YOR207C',))	0	10	lost
(None, None)	(('YER042W',), ('YGR209C',))	0	2	lost
(None, None)	(('YLR292C',), ('YLR292C',))	0	2	lost
(('SPAC630.03',), None)	(('YJR065C',), ('YNR035C',))	0	5	lost
(None, ('SPBC106.16',))	(('YER012W',), ('YOL038W',))	0	17	lost
(None, None)	(('YAL026C',), ('YNL323W',))	0	3	lost
(None, None)	(('YJR103W',), ('YJR103W',))	0	2	lost
(None, None)	(('YBR154C',), ('YOR207C',))	0	8	lost
(None, None)	(('YGR158C',), ('YNL232W',))	0	13	lost
(None, None)	(('YGR181W',), ('YJR135W-A',))	0	4	lost
(None, None)	(('YMR223W',), ('YMR223W',))	0	5	lost
(None, None)	(('YBR009C',), ('YJL115W',))	0	19	lost
(None, None)	(('YBR087W',), ('YNL290W',))	0	4	lost
(None, None)	(('YDL047W',), ('YPL152W',))	0	2	lost
(None, None)	(('YOR340C',), ('YOR341W',))	0	11	lost
(None, None)	(('YIL034C',), ('YKL007W',))	0	6	lost
(None, None)	(('YCL031C',), ('YGR090W',))	0	8	lost
(None, ('SPBC1289.03c',))	(('YMR308C',), ('YOR185C',))	0	2	lost
(('SPAC17G6.12',), ('SPBC215.03c',))	(('YDL132W',), None)	2	0	lost
(None, None)	(('YER136W',), ('YML001W',))	0	7	lost
(None, None)	(('YGL246C',), ('YOR048C',))	0	10	lost
(None, None)	(('YDR188W',), ('YDR212W',))	0	3	lost
(None, None)	(('YJL034W',), ('YKL073W',))	0	5	lost
(None, None)	(('YBR088C',), ('YDR510W',))	0	4	lost
(None, None)	(('YEL056W',), ('YNL030W',))	0	5	lost
(None, None)	(('YNR017W',), ('YNR017W',))	0	5	lost
(('SPBC3E7.14',), None)	(('YDR378C',), ('YJL124C',))	0	11	lost
(None, ('SPCC1442.10c',))	(('YHR143W-A',), ('YIL021W',))	0	11	lost
(None, None)	(('YKL125W',), ('YOR340C',))	0	2	lost
(('SPCC1682.07',), None)	(('YLR005W',), ('YPR056W',))	0	9	lost
(None, None)	(('YGL019W',), ('YIL035C',))	0	14	lost
(None, ('SPBC12C2.06',))	(('YDL207W',), ('YOR046C',))	0	6	lost
(None, None)	(('YLR027C',), ('YLR027C',))	0	2	lost
(None, None)	(('YLR284C',), ('YOR180C',))	0	2	lost
(None, None)	(('YPR060C',), ('YPR060C',))	0	2	lost
(('SPBC17D1.03c',), None)	(('YCR035C',), ('YGR158C',))	0	5	lost
(None, None)	(('YNL030W',), ('YNL031C',))	0	8	lost
(None, None)	(('YBR127C',), ('YGR020C',))	0	3	lost
(None, None)	(('YGR253C',), ('YPR103W',))	0	4	lost
(None, None)	(('YPL135W',), ('YPL135W',))	0	2	lost
(('SPBC14C8.06',), None)	(('YBR234C',), ('YNR035C',))	0	7	lost
(None, None)	(('YLR369W',), ('YOR232W',))	0	3	lost
(('SPBC4.07c',), None)	(('YDL007W',), ('YOR117W',))	0	3	lost
(None, None)	(('YBL099W',), ('YBR039W',))	0	3	lost
(('SPBC4C3.07',), ('SPBC646.09c',))	(('YOR261C',), None)	2	0	lost
(('SPAPB17E12.04c',), ('SPBC215.03c',))	(None, None)	2	0	lost
(('SPAC16E8.11c',), None)	(('YDR311W',), ('YPR056W',))	0	9	lost
(None, None)	(('YJR052W',), ('YPL046C',))	0	6	lost
(None, None)	(('YER012W',), ('YPR103W',))	0	13	lost
(None, ('SPCC31H12.07', 'SPBC776.04'))	(('YPL218W',), ('YPR181C',))	0	9	lost
(None, None)	(('YHR171W',), ('YNR007C',))	0	11	lost
(None, None)	(('YER094C',), ('YML092C',))	0	4	lost
(('SPCC1442.10c',), None)	(('YIL021W',), ('YML010W',))	0	9	lost
(('SPBC106.16',), None)	(('YOL038W',), ('YPR103W',))	0	7	lost
(('SPBC13G1.13',), None)	(('YPL122C',), ('YPR056W',))	0	5	lost
(None, ('SPCC285.12',))	(('YJL124C',), ('YNL147W',))	0	10	lost
(None, None)	(('YGR253C',), ('YMR314W',))	0	2	lost
(('SPCC5E4.03c',), None)	(('YDL145C',), ('YGL137W',))	0	10	lost
(None, None)	(('YDR212W',), ('YJR064W',))	0	2	lost
(None, None)	(('YPR135W',), ('YPR135W',))	0	3	lost
(None, None)	(('YAL005C',), ('YBR169C',))	0	4	lost
(None, None)	(('YDR225W',), ('YOL012C',))	0	6	lost
(None, None)	(('YBR169C',), ('YDL229W',))	0	4	lost
(None, None)	(('YOR108W',), ('YOR108W',))	0	2	lost
(None, None)	(('YKL125W',), ('YPR010C',))	0	2	lost
(None, None)	(('YOR061W',), ('YOR061W',))	0	3	lost
(('SPAC30D11.09',), ('SPBC215.12',))	(None, ('YKL173W', 'YDR385W'))	2	0	lost
(None, None)	(('YOR204W',), ('YPL119C',))	0	2	lost
(('SPAC1071.06',), None)	(('YMR033W',), ('YPR034W',))	0	8	lost
(None, None)	(('YGL011C',), ('YJL001W',))	0	8	lost
(None, None)	(('YGR135W',), ('YMR314W',))	0	3	lost
(None, None)	(('YGL202W',), ('YGL202W',))	0	2	lost
(None, None)	(('YOL094C',), ('YOR217W',))	0	2	lost
(('SPAC17G6.12',), ('SPAPB17E12.04c',))	(('YDL132W',), None)	2	0	lost
(None, None)	(('YGR209C',), ('YLR109W',))	0	2	lost
(None, None)	(('YER027C',), ('YGL115W',))	0	8	lost
(None, None)	(('YLR028C',), ('YLR028C',))	0	2	lost
(None, None)	(('YER070W',), ('YIL066C',))	0	2	lost
(None, None)	(('YGR180C',), ('YGR180C',))	0	3	lost
(None, None)	(('YBR010W',), ('YOL012C',))	0	8	lost
(None, None)	(('YJR076C',), ('YJR076C',))	0	9	lost
(('SPBC115.01c',), None)	(('YGR095C',), ('YNL232W',))	0	16	lost
(None, None)	(('YOR232W',), ('YOR232W',))	0	3	lost
(None, None)	(('YGR063C',), ('YML010W',))	0	13	lost
(None, None)	(('YHR216W',), ('YLR432W',))	0	3	lost
(('SPBC4.07c',), None)	(('YDL007W',), ('YOR259C',))	0	3	lost
(None, None)	(('YDL135C',), ('YLR229C',))	0	4	lost
(None, None)	(('YDR075W',), ('YIL153W',))	0	3	lost
(None, None)	(('YPL259C',), ('YPR029C',))	0	4	lost
(None, None)	(('YHR135C',), ('YNL154C',))	0	2	lost
(None, None)	(('YGL040C',), ('YGL040C',))	0	2	lost
(None, None)	(('YDR298C',), ('YJR121W',))	0	7	lost
(None, ('SPBC725.13c',))	(('YDR013W',), ('YJL072C',))	0	7	lost
(('SPBC1198.13c',), None)	(('YGR005C',), ('YPR086W',))	0	2	lost
(None, None)	(('YMR116C',), ('YNL178W',))	0	6	lost
(None, None)	(('YBR135W',), ('YBR135W',))	0	2	lost
(None, None)	(('YKL135C',), ('YPR029C',))	0	8	lost
(None, None)	(('YNL189W',), ('YPL178W',))	0	5	lost
(('SPAC29A4.05',), None)	(('YBR109C',), ('YOL016C',))	0	3	lost
(None, None)	(('YKL148C',), ('YLL041C',))	0	2	lost
(None, None)	(('YPL003W',), ('YPR066W',))	0	7	lost
(None, None)	(('YHR030C',), ('YHR030C',))	0	2	lost
(('SPBC1289.03c',), None)	(('YLR293C',), ('YMR235C',))	0	3	lost
(None, None)	(('YER081W',), ('YER081W',))	0	3	lost
(None, None)	(('YDR045C',), ('YOR116C',))	0	3	lost
(None, None)	(('YER012W',), ('YGR135W',))	0	12	lost
(('SPBC1604.21c',), ('SPBC2D10.20',))	(('YKL210W',), ('YDR177W',))	2	0	rewired
(('SPBC32H8.12c',), ('SPAC630.03',))	(('YFL039C',), ('YJR065C',))	0	4	rewired
(('SPAC57A10.03',), ('SPBC215.12',))	(('YDR155C',), ('YKL173W', 'YDR385W'))	2	0	rewired
(('SPBC3E7.14',), ('SPBC20F10.09',))	(('YDR378C',), ('YER146W',))	0	7	rewired
(('SPCC4B3.18',), ('SPCC4B3.18',))	(('YIL083C',), ('YIL083C',))	Haiyuan	0	rewired
(('SPAC1687.13c',), ('SPAC17G6.12',))	(('YDL216C',), ('YDL132W',))	2	0	rewired
(('SPBC725.13c',), ('SPBP4H10.21c',))	(('YJL072C',), ('YDR489W',))	4	0	rewired
(('SPAC644.12',), ('SPBP22H7.07',))	(('YMR213W',), ('YPL151C',))	4	0	rewired
(('SPAC16E8.11c',), ('SPCC1682.07',))	(('YDR311W',), ('YLR005W',))	0	9	rewired
(('SPBC4B4.05',), ('SPBC19C2.14',))	(('YFL017W-A',), ('YLR147C',))	0	3	rewired
(('SPBC1604.21c',), ('SPBC211.07c',))	(('YKL210W',), ('YEL012W',))	2	0	rewired
(('SPBC1289.03c',), ('SPBC1773.07c',))	(('YOR185C', 'YLR293C'), ('YIL063C', 'YDR002W'))	2	0	rewired
(('SPAC23G3.01',), ('SPCC1442.10c',))	(('YOR151C',), ('YIL021W',))	7	0	rewired
(('SPBC12D12.09',), ('SPBC12D12.09',))	(('YIL139C',), ('YIL139C',))	Haiyuan	0	rewired
(('SPBC17D1.02',), ('SPBC17D1.02',))	(('YKL191W',), ('YKL191W',))	Haiyuan	0	rewired
(('SPAC644.12',), ('SPBC31F10.11c',))	(('YMR213W',), ('YLR117C',))	4	0	rewired
(('SPBC4.04c',), ('SPAC1B2.05',))	(('YBL023C',), ('YLR274W',))	0	14	rewired
(('SPBC25D12.03c',), ('SPAC1B2.05',))	(('YBR202W',), ('YLR274W',))	0	7	rewired
(('SPBC16G5.10',), ('SPAC3G9.10c',))	(('YDL111C',), ('YGR195W',))	0	7	rewired
(('SPAC29A4.08c',), ('SPBC1861.08c',))	(('YLL036C',), ('YPL213W',))	2	0	rewired
(('SPCC1020.04c',), ('SPCC1442.10c',))	(('YPR187W',), ('YIL021W',))	6	0	rewired
(('SPBC1198.13c',), ('SPCC1442.10c',))	(('YGR005C',), ('YIL021W',))	2	0	rewired
(('SPAC1250.01',), ('SPAC23D3.09',))	(('YOR290C', 'YIL126W'), ('YJL081C',))	2	0	rewired
(('SPAC4A8.12c',), ('SPBC776.02c',))	(('YKL193C',), ('YER133W',))	2	0	rewired
(('SPBC17D1.03c',), ('SPBC115.01c',))	(('YCR035C',), ('YGR095C',))	0	10	rewired
(('SPBC211.04c',), ('SPBC4.04c',))	(('YGL201C',), ('YBL023C',))	4	0	rewired
(('SPAC644.12',), ('SPBC215.12',))	(('YMR213W',), ('YKL173W', 'YDR385W'))	5	0	rewired
(('SPBC4.04c',), ('SPBC4.04c',))	(('YBL023C',), ('YBL023C',))	0	2	rewired
(('SPBC14C8.06',), ('SPAC11H11.06',))	(('YBR234C',), ('YDL029W',))	0	13	rewired
(('SPAC27D7.07c',), ('SPBC215.12',))	(('YGR074W',), ('YKL173W', 'YDR385W'))	2	0	rewired
(('SPAC1420.03',), ('SPBP19A11.03c',))	(('YDL147W',), ('YHR027C',))	3	0	rewired
(('SPAC3A12.07',), ('SPAC23G3.01',))	(('YOL005C',), ('YOR151C',))	0	4	rewired
(('SPBC2D10.20',), ('SPBC1604.21c',))	(('YDR177W',), ('YKL210W',))	0	5	rewired
(('SPBC14F5.09c',), ('SPBC14F5.09c',))	(('YLR359W',), ('YLR359W',))	2	0	rewired
(('SPBC32F12.04',), ('SPBC428.20c',))	(('YLR212C',), ('YNL126W',))	3	0	rewired
(('SPAC926.03',), ('SPAP8A3.08',))	(('YPR188C',), ('YGL106W',))	2	0	rewired
(('SPAC6F12.15c',), ('SPAC821.08c',))	(('YKL022C',), ('YGL116W',))	3	0	rewired
(('SPAC1B2.05',), ('SPBC4.04c',))	(('YLR274W',), ('YBL023C',))	3	0	rewired
(('SPBC14C8.12',), ('SPCC1020.04c',))	(('YOR224C',), ('YPR187W',))	2	0	rewired
(('SPAC2F7.14c',), ('SPBC17D1.03c',))	(('YHR069C',), ('YCR035C',))	2	0	rewired
(('SPBC1198.13c',), ('SPAC23G3.01',))	(('YGR005C',), ('YOR151C',))	0	7	rewired
(('SPAC57A10.03',), ('SPAC57A10.03',))	(('YDR155C',), ('YDR155C',))	0	2	rewired
(('SPCC364.06',), ('SPCC364.06',))	(('YKR048C',), ('YKR048C',))	Haiyuan	0	rewired
(('SPAPB2B4.03',), ('SPBC11B10.09',))	(('YGR108W', 'YPR119W'), ('YBR160W',))	2	0	rewired
(('SPAC12G12.14c',), ('SPAC824.04',))	(('YDR267C', 'YNL317W'), ('YKL018W',))	2	0	rewired
(('SPAC823.15',), ('SPAP8A3.09c',))	(('YDL188C', 'YDL134C'), ('YAL016W',))	3	0	rewired
(('SPBC26H8.07c',), ('SPBC16A3.15c',))	(('YFL037W',), ('YML085C',))	0	9	rewired
(('SPAC821.08c',), ('SPBC20F10.06',))	(('YGL116W',), ('YJL030W',))	8	0	rewired
(('SPAC26A3.08',), ('SPBC215.12',))	(('YER029C',), ('YKL173W', 'YDR385W'))	2	0	rewired
(('SPBC115.01c',), ('SPAC22A12.12c',))	(('YGR095C',), ('YOL142W',))	0	8	rewired
(('SPAC6F12.13c',), ('SPBC36.06c',))	(('YJL167W',), ('YPL069C', 'YJL167W'))	2	0	rewired
(('SPAC1952.07',), ('SPAC20G4.04c',))	(('YOR368W',), ('YLR288C',))	3	0	rewired
(('SPAC31G5.19',), ('SPAC31G5.19',))	(('YGR270W',), ('YGR270W',))	Haiyuan	0	rewired
(('SPAC644.12',), ('SPCC188.11',))	(('YMR213W',), ('YAL032C',))	3	0	rewired
(('SPBC13G1.13',), ('SPCC1682.07',))	(('YPL122C',), ('YLR005W',))	2	0	rewired
(('SPAC644.12',), ('SPBC6B1.10',))	(('YMR213W',), ('YDR364C',))	4	0	rewired
(('SPCC1442.10c',), ('SPAC23G3.01',))	(('YIL021W',), ('YOR151C',))	0	21	rewired
(('SPBC12C2.08',), ('SPBC12C2.08',))	(('YLL001W',), ('YLL001W',))	Haiyuan	0	rewired
(('SPAC27F1.09c',), ('SPAC644.12',))	(('YMR288W',), ('YMR213W',))	3	0	rewired
(('SPCC18B5.06',), ('SPCC584.04',))	(('YNL001W',), ('YDR172W',))	2	0	rewired
(('SPAC1250.01',), ('SPAC1071.06',))	(('YIL126W',), ('YMR033W',))	0	6	rewired
(('SPACUNK4.06c',), ('SPCC1020.04c',))	(('YDR404C',), ('YPR187W',))	2	0	rewired
(('SPBC146.13c',), ('SPBC146.13c',))	(('YKL129C',), ('YMR109W',))	0	3	rewired
(('SPAC13F5.02c',), ('SPCC5E4.03c',))	(('YMR227C',), ('YDL145C', 'YBR198C'))	2	0	rewired
(('SPBC557.03c',), ('SPBC1289.03c',))	(('YGL097W',), ('YLR293C',))	0	7	rewired
(('SPAC823.15', 'SPBC16H5.07c'), ('SPAC227.07c',))	(('YDL188C',), ('YGL190C',))	0	12	rewired
(('SPCC1442.10c',), ('SPBC14C8.12',))	(('YIL021W',), ('YOR224C',))	0	15	rewired
(('SPACUNK4.06c',), ('SPAC23G3.01',))	(('YDR404C',), ('YOR151C',))	0	8	rewired
(('SPAC3A12.07',), ('SPBC14C8.12',))	(('YOL005C',), ('YOR224C',))	0	5	rewired
(('SPAC4A8.12c',), ('SPCC31H12.05c',))	(('YKL193C',), ('YER133W',))	2	0	rewired
(('SPAC24B11.06c',), ('SPAC24B11.06c',))	(('YLR113W',), ('YLR113W',))	2	0	rewired
